"date","tweet","client","year","hour","time","month"
"Aug 3 2018 10:17:51 PM","RT @DRUDGE_REPORT: NYT editorial board member: 'Kill More Men,' 'F*ck The Police'... https://t.co/f7Vu1dycyi","[Twitter for iPhone]",2018,10,"AM","08"
"Aug 3 2018 10:15:23 PM","RT @WhiteHouse: Under President Trump, the economy is roaring, jobs are soaring, and the American worker is seeing more money in their payc…","[Twitter for iPhone]",2018,10,"AM","08"
"Aug 3 2018 10:10:55 PM","RT @DRUDGE_REPORT: Manufacturing +37,000... https://t.co/XparcYpi3G","[Twitter for iPhone]",2018,10,"AM","08"
"Aug 3 2018 10:09:16 PM","RT @DRUDGE_REPORT: RECORD 155,965,000 EMPLOYED https://t.co/SPazgBPyz2","[Twitter for iPhone]",2018,10,"AM","08"
"Aug 3 2018 10:08:55 PM","RT @DRUDGE_REPORT: Hispanic unemployment record low... https://t.co/ky1W0I6pQ2","[Twitter for iPhone]",2018,10,"AM","08"
"Aug 3 2018 10:05:55 PM","RT @realDonaldTrump: “Private payrolls boom in July, increasing by 219,000 vs 185,000 estimate: ADP” https://t.co/SeU9kGpima","[Twitter for iPhone]",2018,10,"AM","08"
"Aug 3 2018 10:05:20 PM","RT @Scavino45: ✅”US workers see biggest pay, benefit increase in 10 years” https://t.co/eD9vxbBMBb","[Twitter for iPhone]",2018,10,"AM","08"
"Aug 3 2018 10:05:04 PM","RT @Scavino45: .@POTUS @realDonaldTrump and @UFC’s @DanaWhite in the Oval Office earlier today at the @WhiteHouse.... https://t.co/JC9jPsn4…","[Twitter for iPhone]",2018,10,"AM","08"
"Aug 3 2018 10:05:00 PM","RT @Scavino45: “Pro-Trump pastor: Trump is ‘the most pro-black’ president I've ever seen” https://t.co/5GoQOoeCP3","[Twitter for iPhone]",2018,10,"AM","08"
"Aug 3 2018 01:50:03 PM","RT @Rasmussen_Poll: Today’s @realDonaldTrump approval ratings among black voters: 29% This time last year: 15% https://t.co/mazBCWoIMy @…","[Twitter for iPhone]",2018,1,"AM","08"
"Aug 1 2018 10:40:24 PM","RT @realDonaldTrump: “Worker pay rate hits highest level since 2008” https://t.co/pMDxHQqcg9","[Twitter for iPhone]",2018,10,"AM","08"
"Jul 31 2018 08:37:04 PM","RT @EricTrump: #Truth @Acosta https://t.co/aCfFoeqL1f","[Twitter for iPhone]",2018,8,"AM","07"
"Jul 31 2018 05:50:10 PM","RT @WhiteHouse: President Trump Delivers Remarks on Workforce Development https://t.co/nE2kMxkHyw","[Twitter for iPhone]",2018,5,"AM","07"
"Jul 31 2018 05:30:23 AM","RT @dougmillsnyt: .@realDonaldTrump walks with Giuseppe Conte, Prime Minister of the Italy following a joint news conference in the East Ro…","[Twitter for iPhone]",2018,5,"AM","07"
"Jul 31 2018 05:29:59 AM","RT @dougmillsnyt: .@realDonaldTrump pumps his fist after his new Secretary of Veterans Affairs Robert Wilkie is sworn-in by @VP Mike Pence…","[Twitter for iPhone]",2018,5,"AM","07"
"Jul 30 2018 05:29:06 PM","RT @realDonaldTrump: ...John is strong on crime and borders, loves our Military, our Vets and our Second Amendment. He will be a star. He h…","[Twitter for iPhone]",2018,5,"AM","07"
"Jul 30 2018 05:29:05 PM","RT @realDonaldTrump: .@JohnJamesMI, who is running in the Republican Primary in the great state of Michigan, is SPECTACULAR! Vote on August…","[Twitter for iPhone]",2018,5,"AM","07"
"Jul 30 2018 07:06:39 AM","RT @GOPChairwoman: “David Burritt, U.S. Steel's president and CEO, said the company was experiencing a ‘renaissance’ and credited @realDona…","[Twitter for iPhone]",2018,7,"AM","07"
"Jul 29 2018 06:04:20 PM","RT @Scavino45: “@realDonaldTrump tells @ICEgov agents: ‘We always will stand with you’” https://t.co/o1P17H7IVq","[Twitter for iPhone]",2018,6,"AM","07"
"Jul 29 2018 07:00:13 AM","RT @realDonaldTrump: Congressman David Kustoff has been a champion for the Trump Agenda - I greatly appreciate his support. David is strong…","[Twitter for iPhone]",2018,7,"AM","07"
"Jul 29 2018 06:59:30 AM","RT @realDonaldTrump: The only things the Democrats do well is “Resist,” which is their campaign slogan, and “Obstruct.” Cryin’ Chuck Schume…","[Twitter for iPhone]",2018,6,"AM","07"
"Jul 29 2018 06:59:26 AM","RT @realDonaldTrump: Democrats, who want Open Borders and care little about Crime, are incompetent, but they have the Fake News Media almos…","[Twitter for iPhone]",2018,6,"AM","07"
"Jul 25 2018 07:57:19 PM","RT @Scavino45: “We met today...to launch a new phase in the relationship between the U.S. & the EU – a phase of close friendship, of strong…","[Twitter for iPhone]",2018,7,"AM","07"
"Jul 24 2018 06:01:27 AM","RT @DanScavino: “Coast Guard seizes $729M worth of cocaine from boats moving drugs from Central America to the US” https://t.co/R7fFD5BJTb","[Twitter for iPhone]",2018,6,"AM","07"
"Jul 24 2018 06:01:13 AM","RT @DanScavino: “Lockheed Martin will add 400 workers to boost production of the F-35 fighter jet, the most expensive in U.S. history, afte…","[Twitter for iPhone]",2018,6,"AM","07"
"Jul 20 2018 04:51:11 PM","RT @IvankaTrump: .@WhiteHouse National Council for the American Worker together w/ the private sector is working to equip students + worker…","[Twitter for iPhone]",2018,4,"AM","07"
"Jul 20 2018 09:39:21 AM","RT @realDonaldTrump: I told you so! The European Union just slapped a Five Billion Dollar fine on one of our great companies, Google. They…","[Twitter for iPhone]",2018,9,"AM","07"
"Jul 20 2018 09:39:02 AM","RT @realDonaldTrump: The Summit with Russia was a great success, except with the real enemy of the people, the Fake News Media. I look forw…","[Twitter for iPhone]",2018,9,"AM","07"
"Jul 20 2018 09:35:59 AM","RT @realDonaldTrump: Will the Dems and Fake News ever learn? This is classic! https://t.co/kSX3ROI4QG","[Twitter for iPhone]",2018,9,"AM","07"
"Jul 20 2018 09:34:44 AM","RT @Scavino45: “More Winning: American Jobless Claims Drop to Lowest Level Since 1969” https://t.co/eBGUs7GlSU","[Twitter for iPhone]",2018,9,"AM","07"
"Jul 20 2018 09:34:11 AM","RT @Scavino45: “Former Harvard law students praise Kavanaugh in letter” https://t.co/1ihzCwPToF","[Twitter for iPhone]",2018,9,"AM","07"
"Jul 20 2018 09:33:57 AM","RT @Scavino45: “Senate GOP breaks record on confirming Trump picks for key court” https://t.co/CB5Zsl5iSG","[Twitter for iPhone]",2018,9,"AM","07"
"Jul 18 2018 04:34:12 PM","RT @SecAzar: .@POTUS has made clear that it’s time for drug companies to put American Patients First — Novartis halting its prescription dr…","[Twitter for iPhone]",2018,4,"AM","07"
"Jul 18 2018 12:12:53 PM","RT @SecretService: In Remembrance: Special Agent Nole E. Remagen. This week the U.S. Secret Service lost one of America’s finest. We ask fo…","[Twitter for iPhone]",2018,12,"PM","07"
"Jul 15 2018 11:28:24 PM","RT @SecPompeo: Landed in #Finland for #helsinki2018 where @POTUS & Prez Putin are set to discuss US/Russian relations. POTUS meeting is in…","[Twitter for iPhone]",2018,11,"AM","07"
"Jul 15 2018 11:28:10 PM","RT @Scavino45: President @realDonaldTrump and @FLOTUS Melania are wheels down in Helsinki, Finland...photo via motorcade en route to hotel.…","[Twitter for iPhone]",2018,11,"AM","07"
"Jul 15 2018 08:40:55 AM","RT @realDonaldTrump: The stories you heard about the 12 Russians yesterday took place during the Obama Administration, not the Trump Admini…","[Twitter for iPhone]",2018,8,"AM","07"
"Jul 15 2018 08:40:23 AM","RT @Scavino45: “Criminal Illegal Alien Deported 11 Times Attacked Woman with Chainsaw, @ICEgov Says” https://t.co/wU7rk1OOzj","[Twitter for iPhone]",2018,8,"AM","07"
"Jul 15 2018 08:33:15 AM","RT @realDonaldTrump: These Russian individuals did their work during the Obama years. Why didn’t Obama do something about it? Because he t…","[Twitter for iPhone]",2018,8,"AM","07"
"Jul 15 2018 08:33:15 AM","RT @Scavino45: “Mike Pence op-ed: Trump White House phenomenally successful” https://t.co/L2WaPpxxgg","[Twitter for iPhone]",2018,8,"AM","07"
"Jul 15 2018 08:33:15 AM","RT @Scavino45: “About 1-in-5 illegal alien adults crossing the United States-Mexico border with toddlers under the age of five are either c…","[Twitter for iPhone]",2018,8,"AM","07"
"Jul 15 2018 08:33:15 AM","RT @Scavino45: “MS-13 Gang Member Arrested Again After 4 Deportations” https://t.co/wuNqERJmPN","[Twitter for iPhone]",2018,8,"AM","07"
"Jul 15 2018 08:33:15 AM","RT @Scavino45: “Asylum-Seeking Central American Discovered to Be MS-13 Gang Member” https://t.co/76ZizQSNKI","[Twitter for iPhone]",2018,8,"AM","07"
"Jul 15 2018 08:33:14 AM","RT @Scavino45: “Texas grand jury indicts MS-13 gang members after machete attacks” https://t.co/GGTCEDOcVh","[Twitter for iPhone]",2018,8,"AM","07"
"Jul 14 2018 04:17:24 AM","RT @realDonaldTrump: ....On top of it all, Germany just started paying Russia, the country they want protection from, Billions of Dollars f…","[Twitter for iPhone]",2018,4,"AM","07"
"Jul 14 2018 04:16:26 AM","RT @realDonaldTrump: “Trump has been the most consequential president in history when it comes to minority employment. In June, for instanc…","[Twitter for iPhone]",2018,4,"AM","07"
"Jul 13 2018 01:12:25 AM","RT @MagaGoldHat: @RonDeSantisFL event July 18 th in Orlando with @DonaldJTrumpJr https://t.co/C5B5UwQZXa","[Twitter for iPhone]",2018,1,"AM","07"
"Jul 12 2018 10:00:54 AM","RT @dougmillsnyt: .@realDonaldTrump & @FLOTUS walk off Air Force One as they arrive at London Stansted Airport in Stansted, England. https:…","[Twitter for iPhone]",2018,10,"AM","07"
"Jul 12 2018 10:00:43 AM","RT @dougmillsnyt: .@realDonaldTrump's shadow is reflected on the wall as he makes a statement and answers questions as he departs the NATO…","[Twitter for iPhone]",2018,10,"AM","07"
"Jul 11 2018 04:11:54 PM","RT @realDonaldTrump: What good is NATO if Germany is paying Russia billions of dollars for gas and energy? Why are there only 5 out of 29 c…","[Twitter for iPhone]",2018,4,"AM","07"
"Jul 11 2018 04:11:36 PM","RT @Scavino45: President @realDonaldTrump and President @EmmanuelMacron of France meeting earlier today at #NATOSummit2018 in Brussels, Bel…","[Twitter for iPhone]",2018,4,"AM","07"
"Jul 11 2018 04:11:20 PM","RT @Scavino45: President @realDonaldTrump meets with Chancellor Angela Merkel of Germany, along with their respective delegations at #NATOS…","[Twitter for iPhone]",2018,4,"AM","07"
"Jul 11 2018 04:10:46 PM","RT @realDonaldTrump: ...things up, better than ever before, but it can’t go too quickly. I am fighting for a level playing field for our fa…","[Twitter for iPhone]",2018,4,"AM","07"
"Jul 11 2018 04:10:31 PM","RT @realDonaldTrump: I am in Brussels, but always thinking about our farmers. Soy beans fell 50% from 2012 to my election. Farmers have don…","[Twitter for iPhone]",2018,4,"AM","07"
"Jul 11 2018 04:10:24 PM","RT @realDonaldTrump: Democrats in Congress must no longer Obstruct - vote to fix our terrible Immigration Laws now. I am watching what is g…","[Twitter for iPhone]",2018,4,"AM","07"
"Jul 11 2018 04:10:11 PM","RT @Scavino45: President Donald J. Trump and First Lady Melania Trump participate in the Tri-Mission Embassy Meet and Greet Wednesday, July…","[Twitter for iPhone]",2018,4,"AM","07"
"Jul 11 2018 05:37:42 AM","RT @realDonaldTrump: Bilateral Breakfast with NATO Secretary General in Brussels, Belgium... https://t.co/l0EP3lzhCM","[Twitter for iPhone]",2018,5,"AM","07"
"Jul 10 2018 06:38:10 AM","RT @realDonaldTrump: They just didn't get it, but they do now! https://t.co/9T50NupkDy","[Twitter for iPhone]",2018,6,"AM","07"
"Jul 10 2018 05:44:29 AM","RT @ShennaFoxxx: @realDonaldTrump #TrumpUKVisit🇬🇧 To the 45th @POTUS Donald J Trump @FLOTUS @MELANIATRUMP The British people are looking f…","[Twitter for iPhone]",2018,5,"AM","07"
"Jul 10 2018 04:07:47 AM","RT @KatrinaPierson: The stupidity of the left was on full display in Oakland. The #AbolishICE protest was actually the execution of a warra…","[Twitter for iPhone]",2018,4,"AM","07"
"Jul 10 2018 04:03:04 AM","RT @realDonaldTrump: Iranian Harassment of U.S. Warships: 2015: 22 2016: 36 2017: 14 2018: 0 Source: @USNavy","[Twitter for iPhone]",2018,4,"AM","07"
"Jul 10 2018 04:00:47 AM","RT @Scavino45: “The Rule of Law is our Nation’s proud heritage. It is the cornerstone of our Freedom. It is what guarantees equal justice -…","[Twitter for iPhone]",2018,4,"AM","07"
"Jul 10 2018 04:00:10 AM","RT @Scavino45: Judge Brett Kavanaugh watches with his family as President Donald J. Trump signs the document Monday evening, July 9, 2018,…","[Twitter for iPhone]",2018,4,"AM","07"
"Jul 9 2018 08:01:17 PM","RT @WhiteHouse: President Trump Announces the Nominee for Associate Justice of the Supreme Court https://t.co/rVMTOMpurr","[Twitter for iPhone]",2018,8,"AM","07"
"Jul 8 2018 09:55:55 AM","RT @CortesSteve: Today's report: Hispanic jobs hit another record, unemployment at an all-time low. Of 9 months in history under 5% jobless…","[Twitter for iPhone]",2018,9,"AM","07"
"Jul 7 2018 07:06:55 AM","RT @Scavino45: “Six months in, TAX CUTS are already providing historic gains for minorities, women, and small businesses” https://t.co/a54B…","[Twitter for iPhone]",2018,7,"AM","07"
"Jul 7 2018 07:06:44 AM","RT @Scavino45: “ICE says it seized $43M worth of counterfeit items in Laredo, Texas” https://t.co/d6X8uKkHWd","[Twitter for iPhone]",2018,7,"AM","07"
"Jul 7 2018 07:06:38 AM","RT @DanScavino: “When they lose, Democrats just want to change the rules” https://t.co/L9sYIwYLd2","[Twitter for iPhone]",2018,7,"AM","07"
"Jul 7 2018 07:06:29 AM","RT @Scavino45: “Hispanic-Latino Unemployment Rate Hits Lowest Level on Record in June” https://t.co/27VkUgSVso","[Twitter for iPhone]",2018,7,"AM","07"
"Jul 3 2018 06:13:42 PM","RT @FLOTUS: I had a wonderful visit to @WRBethesda today. Thank you to the many dedicated service members & medical staff who take such go…","[Twitter for iPhone]",2018,6,"AM","07"
"Jul 3 2018 04:35:38 PM","RT @FLOTUS: I had a wonderful visit to @WRBethesda today. Thank you to the many dedicated service members & medical staff who take such go…","[Twitter for iPhone]",2018,4,"AM","07"
"Jul 2 2018 11:29:17 AM","RT @DHSgov: Today, DHS, @CBP, and @ICEgov will be sharing stories of the brave men and women who put their lives on the line every day with…","[Twitter for iPhone]",2018,11,"AM","07"
"Jul 1 2018 06:24:17 PM","RT @larryelder: BEWARE! #TrumpDerangementSyndrome can be career ending. https://t.co/qm86ya6PlJ","[Twitter for iPhone]",2018,6,"AM","07"
"Jun 30 2018 05:59:46 AM","RT @DanScavino: “@GovMikeHuckabee: Trump could nominate Moses for Supreme Court and Democrats would fight it” https://t.co/5wx3nVJxvF","[Twitter for iPhone]",2018,5,"AM","06"
"Jun 30 2018 05:59:04 AM","RT @realDonaldTrump: Six months after our TAX CUTS, more than 6 MILLION workers have received bonuses, pay raises, and retirement account c…","[Twitter for iPhone]",2018,5,"AM","06"
"Jun 30 2018 05:57:05 AM","RT @realDonaldTrump: Before going any further today, I want to address the horrific shooting that took place yesterday at the Capital Gazet…","[Twitter for iPhone]",2018,5,"AM","06"
"Jun 30 2018 05:49:42 AM","RT @IvankaTrump: Thank you @SecPompeo. It was an honor to join you and your talented, passionate colleagues at @StateDept to honor the her…","[Twitter for iPhone]",2018,5,"AM","06"
"Jun 30 2018 05:49:20 AM","RT @IvankaTrump: Thank you Senator Alexander for your leadership on career + technical education. 11+ million students and workers across o…","[Twitter for iPhone]",2018,5,"AM","06"
"Jun 29 2018 06:21:33 PM","RT @FoxBusiness: .@IvankaTrump: ""I think one of the tremendous opportunities that were seeing because the economy is so strong is that peop…","[Twitter for iPhone]",2018,6,"AM","06"
"Jun 29 2018 06:20:18 PM","RT @Scavino45: “@ICEgov New York operation leads to arrests of 3 dozen Darknet vendors selling illicit goods, weapons, drugs seized and mor…","[Twitter for iPhone]",2018,6,"AM","06"
"Jun 26 2018 09:50:11 PM","RT @The_Trump_Train: @realDonaldTrump https://t.co/9ubTCAyZkq","[Twitter for iPhone]",2018,9,"AM","06"
"Jun 26 2018 02:37:18 PM","RT @WhiteHouse: President Trump presents the Medal of Honor. https://t.co/1MEHIzxkFg","[Twitter for iPhone]",2018,2,"AM","06"
"Jun 25 2018 06:11:24 PM","RT @WhiteHouse: Today, @realDonaldTrump and @FLOTUS welcomed @KingAbdullahII and @QueenRania of the Hashemite Kingdom of Jordan to the Whit…","[Twitter for iPhone]",2018,6,"AM","06"
"Jun 25 2018 11:58:59 AM","RT @EricTrump: Record High Economic Optimism: 51% of people think the the economy is good or excellent - this is the highest number @CNBC h…","[Twitter for iPhone]",2018,11,"AM","06"
"Jun 25 2018 11:58:53 AM","RT @TrumpGolf: Congratulations to our dear friend and @TrumpCharlotte member, @ScottMcCarron, on his incredible win at the @AmFamChamp this…","[Twitter for iPhone]",2018,11,"AM","06"
"Jun 25 2018 09:39:20 AM","RT @marcorubio: Trump haters still haven’t realized how much they help him with their condescension of those who either voted for him or do…","[Twitter for iPhone]",2018,9,"AM","06"
"Jun 23 2018 12:03:03 PM","RT @HuckabeeOnTBN: TONIGHT: the President of the United States, @realDonaldTrump, sits down to discuss his thoughts about international rel…","[Twitter for iPhone]",2018,12,"PM","06"
"Jun 23 2018 06:22:24 AM","RT @realDonaldTrump: Congressman Ron DeSantis, a top student at Yale and Harvard Law School, is running for Governor of the Great State of…","[Twitter for iPhone]",2018,6,"AM","06"
"Jun 23 2018 06:21:35 AM","RT @PressSec: It’s shameful that dems and the media exploited this photo of a little girl to push their agenda. She was not separated from…","[Twitter for iPhone]",2018,6,"AM","06"
"Jun 23 2018 06:21:01 AM","RT @JesseBWatters: Will be 🔥@TPUSA https://t.co/r06LyQ9Obd","[Twitter for iPhone]",2018,6,"AM","06"
"Jun 23 2018 06:19:43 AM","RT @Scavino45: 🚨Happening Now: President Trump delivers remarks on immigration with Angel Families: https://t.co/WHGk1H7T7u https://t.co/rV…","[Twitter for iPhone]",2018,6,"AM","06"
"Jun 23 2018 06:19:25 AM","RT @realDonaldTrump: We are gathered today to hear directly from the AMERICAN VICTIMS of ILLEGAL IMMIGRATION. These are the American Citize…","[Twitter for iPhone]",2018,6,"AM","06"
"Jun 23 2018 06:19:05 AM","RT @realDonaldTrump: Our first duty, and our highest loyalty, is to the citizens of the United States. We will not rest until our border is…","[Twitter for iPhone]",2018,6,"AM","06"
"Jun 23 2018 06:16:55 AM","RT @Scavino45: REQUESTED by family members after their private meeting and visit to the Oval Office - which took place before public remark…","[Twitter for iPhone]",2018,6,"AM","06"
"Jun 23 2018 06:16:26 AM","RT @SecPompeo: .@POTUS’ agenda is the most pro-business agenda from a President in history. It been a game-changer for the American economi…","[Twitter for iPhone]",2018,6,"AM","06"
"Jun 22 2018 08:55:00 PM","RT @realDonaldTrump: We have to maintain strong borders or we will no longer have a country that we can be proud of – and if we show any we…","[Twitter for iPhone]",2018,8,"AM","06"
"Jun 22 2018 08:53:36 PM","RT @realDonaldTrump: Elect more Republicans in November and we will pass the finest, fairest and most comprehensive Immigration Bills anyw…","[Twitter for iPhone]",2018,8,"AM","06"
"Jun 22 2018 07:03:38 AM","RT @EricTrump: Good job @FLOTUS 🇺🇸🇺🇸🇺🇸 https://t.co/RCYjy0DlF9","[Twitter for iPhone]",2018,7,"AM","06"
"Jun 21 2018 09:12:34 PM","RT @realDonaldTrump: Don’t worry, the Republicans, and your President, will fix it! https://t.co/xsbuPzXbHj","[Twitter for iPhone]",2018,9,"AM","06"
"Jun 20 2018 09:02:28 AM","RT @PastorDScott: Once the mid terms are over, liberals won’t talk about detained or separated illegal immigrant children until 2020. #itsa…","[Twitter for iPhone]",2018,9,"AM","06"
"Jun 20 2018 09:01:52 AM","RT @GlobalGolfPost: The golf world has lost a legend in five-time Open Championship winner Peter Thomson. READ: https://t.co/TfMHo2GeDG h…","[Twitter for iPhone]",2018,9,"AM","06"
"Jun 20 2018 08:43:05 AM","RT @EricTrump: It is hard to believe that the historic North Korea / Kim Jong Un summit was exactly one week ago. Truly amazing to see the…","[Twitter for iPhone]",2018,8,"AM","06"
"Jun 17 2018 11:55:13 AM","RT @WhiteHouse: Happy Father's Day! https://t.co/1Legof68lb","[Twitter for iPhone]",2018,11,"AM","06"
"Jun 17 2018 09:37:03 AM","RT @realDonaldTrump: The IG Report totally destroys James Comey and all of his minions including the great lovers, Peter Strzok and Lisa Pa…","[Twitter for iPhone]",2018,9,"AM","06"
"Jun 17 2018 09:36:44 AM","RT @realDonaldTrump: My supporters are the smartest, strongest, most hard working and most loyal that we have seen in our countries history…","[Twitter for iPhone]",2018,9,"AM","06"
"Jun 17 2018 09:36:35 AM","RT @realDonaldTrump: Democrats can fix their forced family breakup at the Border by working with Republicans on new legislation, for a chan…","[Twitter for iPhone]",2018,9,"AM","06"
"Jun 17 2018 09:36:08 AM","RT @realDonaldTrump: I’ve had to beat 17 very talented people including the Bush Dynasty, then I had to beat the Clinton Dynasty, and now I…","[Twitter for iPhone]",2018,9,"AM","06"
"Jun 16 2018 09:29:03 AM","RT @WhiteHouse: “Americans must demand their lawmakers support the legislation we need to defeat MS-13 once and for all, and to ensure ever…","[Twitter for iPhone]",2018,9,"AM","06"
"Jun 16 2018 07:47:56 AM","RT @realDonaldTrump: The Democrats are forcing the breakup of families at the Border with their horrible and cruel legislative agenda. Any…","[Twitter for iPhone]",2018,7,"AM","06"
"Jun 15 2018 06:56:58 AM","RT @foxandfriends: IG REPORT BOMBSHELL: Anti-Trump FBI agent Peter Strzok texted his lover Lisa Page ""we'll stop"" Trump from becoming presi…","[Twitter for iPhone]",2018,6,"AM","06"
"Jun 15 2018 06:56:45 AM","RT @foxandfriends: DOJ IG report finds that an FBI lawyer told a bureau employee “Viva le resistance” after President Trump was elected htt…","[Twitter for iPhone]",2018,6,"AM","06"
"Jun 15 2018 06:55:55 AM","RT @foxandfriends: “This is one of the most damning rebukes of the FBI that I think we’ve ever seen.” -@jasoninthehouse https://t.co/9DoTim…","[Twitter for iPhone]",2018,6,"AM","06"
"Jun 15 2018 06:55:42 AM","RT @foxandfriends: .@jasoninthehouse: The DOJ IG report is 562 pages of nothing but bias and animus https://t.co/7IeXfmvo1M","[Twitter for iPhone]",2018,6,"AM","06"
"Jun 15 2018 06:55:26 AM","RT @foxandfriends: .@jasoninthehouse: Anything Mueller is doing with his investigation is tainted by the anti-Trump FBI agents https://t.co…","[Twitter for iPhone]",2018,6,"AM","06"
"Jun 15 2018 06:55:21 AM","RT @foxandfriends: .@jasoninthehouse: All of this started because Hillary Clinton set up her private server https://t.co/rLzjDRxxxm","[Twitter for iPhone]",2018,6,"AM","06"
"Jun 12 2018 01:55:28 PM","RT @realDonaldTrump: Henry McMaster loves the people of South Carolina and was with me from the beginning. He is strong on Crime and Border…","[Twitter for iPhone]",2018,1,"AM","06"
"Jun 10 2018 07:54:44 PM","RT @Scavino45: President @realDonaldTrump and the Prime Minister of Italy, @GiuseppeConteIT at the #G7Summit in Canada... https://t.co/lju3…","[Twitter for iPhone]",2018,7,"AM","06"
"Jun 8 2018 11:23:24 PM","RT @g7: Day 1 of #G7Charlevoix in 60 seconds. https://t.co/U6jA8ylIgm","[Twitter for iPhone]",2018,11,"AM","06"
"Jun 5 2018 07:43:28 PM","RT @parscale: Since the #FakeNews is full of distortions, underreporting, and lies, we launched a platform tonight presenting a comprehensi…","[Twitter for iPhone]",2018,7,"AM","06"
"Jun 5 2018 07:40:39 PM","RT @EricTrump: #MakeAmericaGreatAgain 🇺🇸🇺🇸🇺🇸 https://t.co/37hQxUvemf","[Twitter for iPhone]",2018,7,"AM","06"
"Jun 5 2018 07:40:24 PM","RT @robbystarbuck: Fox News has been #1 for 197 months straight. In the latest ratings disaster for CNN they lost another 25% of their view…","[Twitter for iPhone]",2018,7,"AM","06"
"Jun 2 2018 04:04:34 PM","RT @foxandfriends: 223,000 jobs added in May, even the NYT runs out of words to describe how good the numbers are! https://t.co/K1GB8G0zsf","[Twitter for iPhone]",2018,4,"AM","06"
"Jun 2 2018 04:02:23 PM","RT @JesseBWatters: The media had it's worst week ever! @charliekirk11 and @JoeConchaTV break it down on @WattersWorld https://t.co/uMEblnh6…","[Twitter for iPhone]",2018,4,"AM","06"
"Jun 2 2018 11:18:45 AM","RT @KimKardashian: I would like to thank President Trump for his time this afternoon. It is our hope that the President will grant clemency…","[Twitter for iPhone]",2018,11,"AM","06"
"Jun 1 2018 01:07:44 PM","RT @FoxNews: President @realDonaldTrump participates in the U.S. Coast Guard","[@USCG]",2018,1,"AM","06"
"May 31 2018 04:15:36 PM","RT @SecPompeo: The proposed summit offers a historic opening for @POTUS and Chairman Kim to boldly lead U.S. and #DPRK into a new era of pe…","[Twitter for iPhone]",2018,4,"AM","05"
"May 31 2018 05:59:45 AM","RT @AP_Politics: Trump set to promote youth sports, wants such activities to be more accessible to economically disadvantaged children: htt…","[Twitter for iPhone]",2018,5,"AM","05"
"May 31 2018 05:58:39 AM","RT @dougmillsnyt: Children race as @realDonaldTrump looks on with @IvankaTrump and New York Yankees legend Mariano Rivera they as they part…","[Twitter for iPhone]",2018,5,"AM","05"
"May 31 2018 05:56:49 AM","RT @IvankaTrump: Today @POTUS hosted #FieldDay at the @WhiteHouse with the announced President’s Council on Sports, Fitness and Nutrition.…","[Twitter for iPhone]",2018,5,"AM","05"
"May 31 2018 05:56:33 AM","RT @HerschelWalker: What an awesome day in D.C. participating @WhiteHouse Sports & Fitness Day with @IvankaTrump @POTUS @MistyMayTreanor @M…","[Twitter for iPhone]",2018,5,"AM","05"
"May 30 2018 10:08:17 PM","RT @Scavino45: President Trump kisses Jordan McLinn, who suffers from Duchenne Muscular Dystrophy (DMD), after signing the #RightToTry Act…","[Twitter for iPhone]",2018,10,"AM","05"
"May 25 2018 04:15:13 AM","RT @realDonaldTrump: Not surprisingly, the GREAT Men & Women of the FBI are starting to speak out against Comey, McCabe and all of the poli…","[Twitter for iPhone]",2018,4,"AM","05"
"May 25 2018 04:13:35 AM","RT @Scavino45: Last week after visiting FLOTUS Melania, POTUS Trump went to visit wounded HEROES at Walter Reed Medical Center. He told the…","[Twitter for iPhone]",2018,4,"AM","05"
"May 25 2018 04:12:57 AM","RT @Scavino45: Today, President Trump issued an Executive Grant of Clemency (Full Pardon) posthumously to John Arthur “Jack” Johnson, the f…","[Twitter for iPhone]",2018,4,"AM","05"
"May 25 2018 04:09:25 AM","RT @Scavino45: cc: @POTUS @realDonaldTrump https://t.co/MasB5mdUVS","[Twitter for iPhone]",2018,4,"AM","05"
"May 24 2018 08:06:43 PM","RT @Scavino45: Today, @POTUS @realDonaldTrump welcomed 106-year-old Pearl Harbor veteran Ray Chavez of Poway, California to the @WhiteHouse…","[Twitter for iPhone]",2018,8,"AM","05"
"May 24 2018 11:18:49 AM","RT @FoxNews: WATCH: @POTUS on his decision to cancel the planned North Korea summit. https://t.co/UlzBnkOdzs https://t.co/LTKbqNDfNU","[Twitter for iPhone]",2018,11,"AM","05"
"May 20 2018 12:14:25 PM","RT @EricTrump: It is emotional day being back at @StJude in celebration of our dear friend Colin! He was a beautiful child who we will all…","[Twitter for iPhone]",2018,12,"PM","05"
"May 19 2018 08:58:35 AM","RT @realDonaldTrump: We grieve for the terrible loss of life, and send our support and love to everyone affected by this horrible attack in…","[Twitter for iPhone]",2018,8,"AM","05"
"May 18 2018 03:02:49 PM","RT @SteveForbesCEO: .@realDonaldTrump speech on drug costs pays immediate dividends. New @Amgen drug lists at 30% less than expected. Middl…","[Twitter for iPhone]",2018,3,"AM","05"
"May 17 2018 06:44:23 PM","RT @WhiteHouse: #Laurel? #Yanny? Or... https://t.co/5hth07SdGY","[Twitter for iPhone]",2018,6,"AM","05"
"May 15 2018 07:22:10 AM","RT @Scavino45: “Job openings hit record high of 6.6 million” https://t.co/BwDsLU6T4l","[Twitter for iPhone]",2018,7,"AM","05"
